id,ProId,ProCreationTimestamp,CustId,CustCreationTimestamp,Rate,TaskCreationTimestamp,Price,ServiceId,CategoryId,ZoneId,TaskState,TargetProId,isFraud
HFJ2aq8MuedYPD8NQ2VTiZ,E2qbKs7vCUDeyf43stv7nk,1552496575783,4Xpb5N8hoAdNjUekGNPvkb,1561016080116,5,1562435177734,30000,E64VhmvDDwrMof5pFe8VKn,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
h9jBd6gtD6ML3BbYFDYyoA,ELzPsNXzzdrZGNS96gtpAX,1562147371295,rX5f8Gci9vGS4NXFRnMPNr,1559822553756,5,1563996188332,,DXe9nGE6ZNuASYUsx7LDm4,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
aAMauT52rBaSJAbC4sKSMR,vdk6VecB3KfX5HANQyccLs,1531033922905,Bb74G2P5Hv2W43QQX5hQHc,1551417126574,4,1554287029144,60000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
itASuEENwLUrvJ46QFqLk8,VMffWVvnKbFvq6FYVkvk2W,1543216534123,M6T4b64amcSCkbiaL622tu,1569759033733,2,1569827601022,480000,ZdsCK2dGR3iwojerdwnPvN,JdqYJwUosvwivsFdThmcXe,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
9UPDhE83KFNkYow9DGnEDG,LcjcuXNzGwtzoZcW84ATLc,1561275684688,76eBrAC7Go6S7MY7BXQDrK,1564248497610,5,1564733336608,,adAcCcU3Bi3pQrPgAHYLmY,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
KmMdpSUFRPACGwVGEtbhEw,qhevnYAvoGZF72JEYq6B5v,1534763884823,HECQGBXMxSfnfBXv5YpD5Q,1536086765505,5,1557123921092,1000000,f8o6yBmfeJiUTAmvpRCFAZ,VzkJEPR5H3mnqctJ8TW3YS,HN4YtXs2DMXEcY3xzexmxA,Finished,,FALSE
jwKAXYt573wTYDu6yxihkU,dzGSJkmLJHjVS9KmfGZn5n,1556904075820,RCZ3ERbyeCbNQPPYSddZaJ,1554788006915,4,1564973149337,210000,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,4vmCuHsVCshaWa5e5WxrNK,Finished,q8yHdbLDLMfoyaMfHB3Ydi,FALSE
kcnuid2hdSkMtV7gE4bCu7,CbPP3QVXoNBaK8mrSKymHn,1527430742428,NWgQTdFBuxWVPEA3wVpNDd,1535303241140,5,1563562715455,,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,4vmCuHsVCshaWa5e5WxrNK,Finished,,FALSE
mfpHvapSxtfLyLbwjR5jSW,ZGPT9wm3VGqYqq3ixGeu5R,1547395790241,fZhyjHCvq5Be8ztXjYKTKv,1540660623705,5,1547479268241,300000,hhFqYM4ba8mYjeY6vgAoQB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
NeiM9GvNBwctJGkpyH6LTa,jLgQxFo4P99RJt8VhqBbb6,1514199062730,6ZLViPiGr4AWkdvqniJiAf,1528607504192,5,1528873814747,60000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
wcfefQRshEXx8PKzsVBzss,qJrwY5FVzmujpvUFZNk5Ky,1507727811649,MGkUWERaZg2haKXxHiJ46z,1505030702589,5,1505030702589,,5xrWjmqMHkEHgxyHu6TKjZ,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
vnekcXYoHBQofahh3tFF3r,3eaLaXkTn44STetaQJ43ib,1566807500433,KXDSGRuTxqh4GpeSCxVCTE,1572344801667,4,1572612028808,60000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,AFFyQo5KniyLWzLGCozPwq,FALSE
PC5oXSwC7X4DKcuf8X8hvC,xE9DpWwQTmYNGkwuABYkNn,1507727811649,gZUCjMnPusDbJam2ucZL4g,1520441876366,5,1524397945147,250000,uDHVz7XXXRCkGKWRUe2jKp,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
BvuPW3Dah3Psq5WBtpUgmP,d68Ag67nnL28uuNS5KBPya,1556869641621,TgWdnP9irwLA2TrSJM5Kyi,1563108776117,5,1563615003099,,YGG2RG3H3ZG29vbsZcubJV,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
uCZHnuEsrZPw3R39hhvGcA,WpZD9seJqF6oe2Fe7NoZGe,1560227725935,yBEiJJnJ4awiyPEvpXtXys,1561215392957,5,1561217224500,140000,tsAWT4mUsYMkdFoyqpTJTX,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,TRUE
rT3VusVE36PGSgVxzVmPzm,vBjFHDXU9ahzTHZsXtBbyQ,1554987253347,BrRr5z9mrPQ93EQunAaS6Z,1550303120556,5,1554993172264,150000,X23hj6VjCf3e6zBxjuwsra,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
LRarwzntcidGuNn6jfQeUw,tSrQgkGEDcGWnsRe5ra3MM,1544343739651,uyYk6sSG5kSvtDScv2pmdv,1547111199185,5,1547815297694,70000,dhkij8zJfVRwvmz9T8VNUL,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
XFfW39JAdGLwub6PmCJxg6,e7rUve9R3JPMJmcZF8TEwh,1544512429492,rfdHrZLcBUBzGnoKpkrMnD,1564646123008,1,1564939315096,,uDHVz7XXXRCkGKWRUe2jKp,VzkJEPR5H3mnqctJ8TW3YS,mgpdKJ5Ly9Tu437pNp7WsH,Finished,XztanDkY7aBWvheoP4yi8o,FALSE
eQSqu7cDunbLf7RK2jsHf9,vJzVEFWTwaT7eRtUiWdXqU,1538637798132,is3RGHwUYZadUqvDFB89sF,1557328684406,5,1557828228535,120000,bKv8JeCDhHBCe8SnfDcv66,VzkJEPR5H3mnqctJ8TW3YS,SSR8SSCR9m9JeMPQcumQAA,Finished,,FALSE
UX2YoobjCAHAdTHgS47XQg,xw2hqokhVW2E2SXRWneVfG,1560918692067,z6Fw4ErM2ZRoDCF5TDxsZ5,1563358028942,5,1563449982230,,uDHVz7XXXRCkGKWRUe2jKp,VzkJEPR5H3mnqctJ8TW3YS,SSR8SSCR9m9JeMPQcumQAA,Finished,qThABCZZ2M6dgCz8MFtc8b,TRUE
pEbKy4XDNF64ny29DBHnQT,ung38G6iTkGcXgFZmbakUz,1528191136272,YdnwFqmoTCkaeEGkP6znxE,1572160558488,3,1572348773463,,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,qv8L6yefk2guJzZn4FtGMj,FALSE
sWUwbjzZkX3jdMZSE7Wq2L,hk2CqJsF5veFMLwHxRRZGt,1534092848655,TkjjNbbmtXpko8uK3wgUcq,1534700116668,3,1534858305050,100000,NY4ddQbGabAksZsRRASgrB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
HgEuPvC7SZSVoHhfrNWceq,N7gMBSBKk8FgBZyPHvs36k,1546188882496,FUaWRRSvePxs6EoVVxu3xG,1558772246189,5,1558869357988,60000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
WcimbdZwDA6hPxVSQdivZ8,uFb7L5pi4TMz58awb7ss6a,1565034288013,a3fHUmpiQukPS4ubYi7NU3,1530648939993,5,1575023014161,100000,ZdsCK2dGR3iwojerdwnPvN,JdqYJwUosvwivsFdThmcXe,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
SvxzMWu2AoA6JpSLvCdNWq,SgmiQmZgUtsLY72Juh7Gn9,1548758653791,i9hTjLdxh4PYnvt6o5D5KL,1559733326348,1,1559828125093,60000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,3bN6nykBcbRJnp6CqNVVmA,FALSE
7b5nS2RJFanazguXUZaext,ung38G6iTkGcXgFZmbakUz,1528191136272,V8YqUoHGpKoe2EnetjWXH6,1569654512629,5,1570337118691,90000,Jy7nZvUqvwDUhcAG59wPcg,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
GWN8dbCayhekT4wLto6bL3,RyQtgMa5xYn2B6SevwCW7v,1536589150655,6JrUK5y7HAkhezj7KePp3S,1540992260124,5,1541105847195,40000,XMaL42yibV8amBAhAaxo2D,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,QxAxrr3g2Wioog6ZLBNKyj,FALSE
hdCxBF8PkCMnMnCoC7Y89X,3hMiDjJx4Wo9NzKhpbTdR9,1546097644408,3RcHHCakoFRvyMmfkd9RnW,1559139913800,5,1559300516689,60000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
eNkMFcPuYJn4LK5x6xUiUw,X7h86z72bNwdpbRumTddCt,1545815465932,uJBQuZ99mSmK8L7A2gWta4,1554947267231,5,1565687973583,,MGqnWgHUGi7eE3g88HcZqg,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
b3JVCJui5is8cnbNKJK8sV,TCgkqKbaui5DTi64RiNPo7,1569488345198,yxZjEU7opJCsF64KJyfuqe,1538887515515,1,1575788789354,,aegfi8HeWASAP6a9YkddeL,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
hLqqKfivRtyT7Mn6QHMECR,qterEtKWzfQtyfwEt5HpAs,1540123744989,TzuNsV2QEhbdykr62tUT8K,1549402720993,5,1549648554261,180000,f8o6yBmfeJiUTAmvpRCFAZ,VzkJEPR5H3mnqctJ8TW3YS,6CgUdm5YDCyDjZh6PDAdfa,Finished,,FALSE
GjLNk3L9NBsRS5mgmamAZg,9Boe2VJd2zwquAdaC5mHTZ,1528180664703,6RBZaCaXuvfpxatbrhTgDv,1527534075661,5,1533444722746,,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
WZrYMbveu4wbMGhouSMGsw,acPEqavEWKxuc9p4LRk2g5,1532594295403,Kf9XKdL7gUf9sDwthAXDR6,1525026064579,4,1537608722423,100000,kURdbmZfGJti7U4XXp3HgM,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
aMMyMeLJkHAe3FaY9NcmRY,AZULPJr8GSnHUdC8yTzi6z,1549456043021,Nbsv6MC7bGzcCJgz5CHigQ,1551990875010,3,1551992249868,,YGG2RG3H3ZG29vbsZcubJV,VzkJEPR5H3mnqctJ8TW3YS,SSR8SSCR9m9JeMPQcumQAA,Finished,,FALSE
aFaJhu7rhyBNjHsNANR8YE,piTYfvXVuSVYwtJUjzN2k9,1545728130028,SmY5jztuTBNwhLDTBMFEAz,1530082178943,5,1566016385429,410000,5kmdrs3BfWRugmzB65Mkjf,Ax5bRJZGir8vaZMs3ZB9i5,XZCnwH2vCRhHReoVx9X3XV,Finished,piTYfvXVuSVYwtJUjzN2k9,FALSE
xszZSNMKcUDLpBacxWvTQH,GJrKTGVcJkcKjKJ9Yn7G2a,1552393701188,ecbJrEDr7TeiHrWBkCWFP5,1555584829611,5,1555586775284,70000,mMTCfv4EXt6D74XiKxf33G,VzkJEPR5H3mnqctJ8TW3YS,HN4YtXs2DMXEcY3xzexmxA,Finished,GJrKTGVcJkcKjKJ9Yn7G2a,FALSE
MncHYeVYtmbtrsaPpfHVdz,3eaLaXkTn44STetaQJ43ib,1566807500433,FsUi7zKahWwMkK8i4VqrmR,1532803195347,5,1573819598761,68000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
Vk2tkZqwUo8pdSmbQCNa8Z,aa24pNdBkZiX9QN78PjQw2,1564863510175,pk3xvxS5cqWiafwi5HUc8u,1567233554659,5,1567258077018,80000,tsAWT4mUsYMkdFoyqpTJTX,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
9tQSm8wfcBP2qz65FPRBLd,2wMRKo9hoAbpPMpUywASng,1552428418552,GWHtbnhJMoZFGJ5Mgx5dK6,1547633903979,5,1556032218585,30000,kURdbmZfGJti7U4XXp3HgM,VzkJEPR5H3mnqctJ8TW3YS,SSR8SSCR9m9JeMPQcumQAA,Finished,,FALSE
gYuDAcjVVdpZh7o95j4vAy,PEci9VmKkFhWdx5JQC7UPV,1507727811649,5J8wWwAd6MgogefVqm2W8n,1508666469800,5,1508666469800,,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
wqZSiraxXbSbaH79bLDSZu,ung38G6iTkGcXgFZmbakUz,1528191136272,hezLW6BQLSSKT8PawLNg4T,1535005783483,5,1535045258764,50000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
NfB8Hd7MhtGHcWJGih4FVC,pvhRu9ypzpCGAKBzE7WU94,1558200059447,KEfhKKLi4o7uLPA7hCPrb8,1550216042723,1,1559450128695,,oCeMvbm4FuCdfBTevazGz3,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
V8PPLxDsCKwV5iCcxiCA6s,D7f4Uwf3ChgzQGoeY75Zh2,1534782876297,bhbq22RiGFcr7pLvM7wxd4,1535783484979,5,1535784455289,,X23hj6VjCf3e6zBxjuwsra,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
7WfG6eNUrqmtGhxQZPXXrB,czLzSF49eNC2TDV7mPdtxG,1540373020396,azJMd2SoekUYa6CtsngbfG,1546153175968,5,1547097752252,,tsAWT4mUsYMkdFoyqpTJTX,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
vqEJsYef5nofm8JSSggfpE,3hMiDjJx4Wo9NzKhpbTdR9,1546097644408,Rt9hoedDNwZ6JSe2C5MP2a,1542358674099,5,1560768901258,105000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,3bN6nykBcbRJnp6CqNVVmA,FALSE
NAxqUtNaY9DzMosjiVbvcH,pvt49ULE6Cb83wJhKKeXvM,1554252657765,nMhcCozYc62bBwDZGTiGfc,1543178853585,5,1557947643878,160000,7hDLCJKedGURivEFUZzsDF,JdqYJwUosvwivsFdThmcXe,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
vCmcoHYwHbKgjbbXs4y266,krNgDWUAbum8UV8X4hwEFC,1551543158754,72n3rgrwisGQBGZnsuVHLW,1572631948835,5,1572691160235,50000,VKoejhc3preQHi3wrVZKKP,JdqYJwUosvwivsFdThmcXe,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
5J6kzbVLaDpbky5qG7X6Ha,MVQQBTrJL7qaKLBzGWDzRp,1563267368129,EsrdgZpRWYmqEkJjCfvzQJ,1566825563777,5,1566979153380,50000,sDRRkkrrCx3krdGsGqwhFR,VzkJEPR5H3mnqctJ8TW3YS,NL5vFpxwVGBk6YqdETVbNr,Finished,,FALSE
nTFtmi2uQy3v4XkZiois3G,4dCCEZ94DNbJzi5XdAa76m,1574798512263,wNcN9zXvnqSFyQPFgEeQhb,1559766047715,5,1575371922190,100000,tsAWT4mUsYMkdFoyqpTJTX,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
vimTmqMzgnUwqZaQ5BfJr3,BwqZgkQtKKVdWtZXr6cBek,1569219262163,o38nJVgSUYn5qpyVihbhmF,1569215947830,5,1569649906808,700000,7okUMLvv2NSaimw9nCCuRB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
Z5VP3WEBfsrJDirJE3CL5N,qv8L6yefk2guJzZn4FtGMj,1528991267906,PqX7q8bvQaYowg6dJ83GPC,1544618159123,5,1544865960848,60000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
uptQPGKVpMtCqHdbTSSn9U,PEci9VmKkFhWdx5JQC7UPV,1507727811649,VYV7pb5PaVGqpzrvneRgaC,1532111064130,1,1535866210949,,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
RaRHYMPtbWAmQ2oSYuVcMd,vqUkxUDuEmB7gHWQvcYrBn,1552751751302,nwNwhMdihPZQQy4GhaddMT,1557169011612,5,1557847564187,150000,arBRiTwP79SF63z2iuR9Y7,VzkJEPR5H3mnqctJ8TW3YS,98DpwFpuLYJtF6jajghriE,Finished,,FALSE
F6x6eG3QrBcZ9urGyt9kdy,piTYfvXVuSVYwtJUjzN2k9,1545728130028,Lgamn4Pkyg6NojisNtJsiS,1572594383723,5,1572677047896,170000,5kmdrs3BfWRugmzB65Mkjf,Ax5bRJZGir8vaZMs3ZB9i5,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
uCFkpEjTtQyUjfWBcsDmkA,ung38G6iTkGcXgFZmbakUz,1528191136272,UfEoDWVtrQVr6sa9mGjAjD,1537541447704,5,1537680666125,80000,UX7m6RWnKWvmw82URCyUMB,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
MYDPKeW3bEyciYNidz3j6n,VvAEwcw5QMUA8ikPiqkdgz,1545828873250,XEUPmeUshzUTWBVYmMmcCN,1546875327443,5,1549543160364,75000,arBRiTwP79SF63z2iuR9Y7,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
9N43PXdB2rKhmEujyh8P3A,dzXEzWTjUYFHk7aJwVGiSj,1548826615908,qgaZajvru4ceJfEwSToiz3,1557846197944,5,1558090408282,600000,c5jac34fzMDNuYcsQdSuKK,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
K4ME9BP4BLQadviBSChEvJ,ozucS5EDM44kkNeXUYyseV,1548685755144,4qqqfbDGw6Z2wEBMHAFkkp,1559636483889,5,1559802833433,,Yx62JE4kMoBTzjG2Z7d5KU,VzkJEPR5H3mnqctJ8TW3YS,SSR8SSCR9m9JeMPQcumQAA,Finished,,FALSE
Z49Vukkhk4QsGJHkvzrkpA,K9pjf2j4mjxqwenNewRLJj,1559553509941,Er3acuBojx5iazc8bscZ8V,1563285784538,5,1564850358664,,X23hj6VjCf3e6zBxjuwsra,VzkJEPR5H3mnqctJ8TW3YS,Exa7SPbiAcpe6Px23obGiX,Finished,,FALSE
VjapKLuiFNekYt6S7hGnbe,ZeLWRtahRwJBpPZmiGeKQp,1532719588153,FLAHVakzCf3v2JbQk9YeS5,1527787691906,4,1565845385359,100000,fwahoSvY9BgsKM27Pmrakr,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
4F82DDdA3b4ABKSm9MRNR8,iGy7kTFRHo39txCToZUahS,1562417005962,MnEAsQzuVBzwGGLXLiRSyF,1562417556952,5,1562531932554,45000,aAkNmQxRakik386nZvYv9d,VzkJEPR5H3mnqctJ8TW3YS,XZCnwH2vCRhHReoVx9X3XV,Finished,,FALSE
